#x001,x002,x003,x004,x005,x006,x007,x008,x009,x010,x011,x012,x013,x014,x015,x016,x017,x018,x019,x020,x021,x022,x023,x024,x025,x026,x027,x028,x029,x030,x031,x032,x033,x034,x035,x036,x037,x038,x039,x040
1322.651314,415.773055,228.941020,144.867632,87.815512,74.947481,62.275171,42.707160,39.207146,38.435258,33.838805,28.545707,25.899498,21.499161,20.368251,11.355821,9.864301,9.422468,7.059974,3.925059,3.330058,-1.021043,-0.827012,-0.814599,-0.787043,-0.749191,-0.570843,-0.350500,0.152719,-0.150376,-0.131772,0.113515,-0.110289,-0.098490,-0.089297,-0.084781,-0.074503,-0.044543,-0.019429,0.011157
1386.976495,495.853053,332.498604,153.715348,106.721881,92.950882,91.407569,85.039905,69.919506,54.755229,48.199669,43.801447,35.532184,35.027499,34.132495,33.812524,32.995439,32.373461,30.921346,30.445119,26.431935,26.157771,20.265488,9.032544,8.860904,8.840004,8.786170,8.624927,8.544369,8.522022,8.491377,8.126562,6.282974,5.702407,5.306285,1.893488,1.872954,1.856507,1.806993,-0.504045
1385.829690,485.611846,334.556986,286.915933,145.172169,87.522417,83.760738,55.479912,37.348042,33.876231,33.062908,30.737191,28.558190,28.198234,25.008389,24.204540,13.089478,9.102809,8.975070,8.523772,8.385211,5.212444,2.494036,1.244927,-1.023874,-0.930099,-0.832717,-0.828899,-0.787918,-0.580700,-0.495135,-0.442033,-0.263916,-0.176273,-0.143132,-0.134287,-0.122528,-0.051324,-0.041779,0.034328
1354.643516,429.440032,356.541645,177.658854,108.558374,74.041789,64.036593,46.206460,40.052411,37.355228,34.596495,33.491868,31.961011,25.534917,18.646492,15.474765,12.714584,9.988286,9.799633,8.663404,7.552724,6.928330,2.482526,2.464704,-1.157435,-1.128752,-0.882775,-0.727960,-0.674886,-0.565782,-0.561012,-0.487328,-0.361359,-0.359827,-0.170222,-0.151270,-0.138087,-0.103617,-0.055092,0.006854
1373.146347,389.535188,273.936441,107.452168,68.453378,65.447871,52.141636,50.415682,43.526509,40.977686,29.564301,27.392259,26.230268,22.367292,20.807595,19.422801,14.981694,12.088406,10.704171,10.384879,9.824627,5.026347,3.810975,-0.984919,-0.798160,-0.697743,-0.559931,-0.503217,-0.424231,-0.407637,-0.383267,-0.377719,-0.326639,-0.308208,-0.267977,-0.230227,-0.096802,-0.071274,-0.063598,-0.039066
1491.128568,496.833104,363.238450,304.754205,299.272583,101.620235,75.746406,69.881080,61.430936,55.500977,36.823948,25.984464,23.899849,23.753946,22.120437,21.901766,21.293385,20.754875,20.540315,19.874444,11.605380,9.553857,8.491353,7.984434,7.659665,7.397077,-0.935744,-0.847661,-0.837036,-0.790682,-0.483275,-0.455058,-0.158879,-0.139932,-0.134676,-0.094697,-0.084001,-0.035891,-0.022981,0.019554
1347.187484,340.832861,128.854882,65.761333,59.284986,50.866237,42.287033,38.694096,35.394557,27.159785,21.550006,18.205451,15.609820,13.728179,12.823795,12.108609,9.770807,7.407277,5.368755,4.692784,-1.069836,-0.959762,-0.861435,-0.759384,-0.637231,-0.553006,-0.504257,-0.482528,-0.393070,-0.337349,-0.263081,-0.198176,-0.158510,-0.140881,-0.120915,-0.112523,0.087947,-0.063028,-0.044143,0.018616
1476.986140,491.818497,313.838050,299.459777,267.051974,129.362180,95.659110,92.484004,72.529225,68.714317,50.681067,45.152068,34.270369,32.995028,32.956561,31.906227,21.368356,18.780302,13.666569,10.340806,9.257443,9.039900,8.835097,7.207459,7.048750,2.650604,-1.072751,-0.730151,-0.672908,-0.629705,-0.623712,-0.588001,-0.556241,-0.344040,-0.175052,-0.134232,-0.128700,-0.092509,0.013539,-0.002333
1312.697156,178.369485,84.196548,74.705626,64.380139,40.292108,27.853779,26.563663,21.888578,17.072196,8.838528,7.839437,6.297849,6.184104,4.990201,-0.940537,-0.893328,-0.833190,-0.826795,-0.647440,-0.348695,-0.325750,-0.275992,-0.126793,-0.098955,-0.065307,-0.063525,0.011540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2570.109571,1297.067342,413.424816,212.953248,107.749435,90.309569,78.460814,45.754896,41.938089,38.241119,36.490626,35.306693,34.754645,31.428470,24.796733,22.014588,11.074342,10.261689,9.551658,9.448792,9.156480,8.002348,4.674721,4.236825,2.591194,1.748379,-1.254182,-1.130065,-1.092282,0.998641,-0.623452,-0.617001,-0.581970,-0.511861,-0.369350,-0.309524,-0.266583,-0.249713,-0.158888,-0.101651
1407.206770,415.987214,268.920820,259.052673,134.187331,103.830387,50.555873,46.909042,39.352341,35.591184,34.847992,32.673414,28.491561,22.273146,21.774938,10.664042,10.267978,9.389295,9.333133,9.065209,5.423659,2.884296,2.450942,-1.160786,-1.141366,-0.668682,-0.625843,-0.615891,-0.578253,-0.572661,-0.463849,-0.445985,-0.401859,-0.260156,-0.249390,-0.138529,-0.115180,-0.082821,-0.052622,-0.037092
377.013536,198.405770,92.022784,79.049205,60.065841,46.054799,40.184726,34.518366,32.717871,27.188773,26.717966,25.235326,24.398601,19.853092,13.370099,10.759499,9.868425,8.590488,6.862738,5.876795,2.910755,1.655489,1.596912,-1.159112,-1.063258,-0.818615,-0.815768,-0.794702,-0.596838,-0.561565,-0.379296,-0.325833,-0.159014,-0.125686,-0.113332,-0.105800,-0.101163,-0.067933,-0.047895,-0.016198
1354.263447,281.461377,130.805514,123.845875,93.434500,79.395883,71.180747,54.650874,47.131375,43.784301,42.851961,38.985413,35.591703,33.709616,33.614547,31.663347,31.283093,27.252444,25.660824,17.419071,12.402935,12.120569,11.100478,10.515075,10.378185,10.240610,8.739458,8.727523,8.173904,7.204255,5.687755,4.333256,4.308155,3.632765,0.952923,0.944937,-0.867307,-0.491412,-0.110492,-0.064852
1372.162498,381.905367,163.723638,103.269299,89.036894,76.508155,64.585771,56.716031,46.748327,45.315092,43.593548,34.308895,26.697643,26.444927,22.118002,21.608867,16.393602,15.841507,13.226603,12.947207,8.949330,8.666877,7.151920,6.704267,3.176914,3.098664,1.477230,-1.021950,-0.964022,-0.874828,-0.833490,-0.366248,-0.175530,-0.136890,-0.133889,-0.079844,-0.076415,-0.034949,-0.010912,0.009776
1429.240741,404.878728,286.557279,273.438926,131.899965,82.593650,77.794936,73.723904,52.355077,34.981588,34.641574,32.306091,27.899786,25.328417,24.799704,18.356953,14.403324,10.484873,9.172483,8.221632,6.400953,5.182737,2.272902,-1.105565,-0.828729,-0.828479,-0.787476,-0.743079,-0.568587,-0.501601,-0.354712,-0.317855,-0.259233,-0.139164,-0.133191,-0.125370,-0.106432,-0.054513,-0.046965,0.024600
249.290024,98.443681,91.114707,75.886263,58.871078,44.565760,37.515503,33.528167,30.504260,28.692597,25.784049,22.283640,18.064214,15.821420,13.962051,9.867909,9.423083,7.635071,6.168386,5.930191,4.981310,4.656645,3.870265,3.620192,-0.943431,-0.927613,-0.921889,-0.877841,-0.609435,-0.577778,-0.559763,-0.486463,-0.462709,-0.337897,-0.309223,-0.293543,-0.193627,-0.161635,-0.144874,-0.078218
1446.123618,561.781345,368.673014,172.409100,139.510306,126.630505,95.505359,66.259327,62.819067,60.966882,59.909265,56.913368,46.718637,45.769929,44.925113,44.129160,43.404299,41.256788,38.288959,34.852291,33.655200,32.217751,26.767311,15.320328,11.578262,9.680164,8.232932,7.077317,6.028718,2.992117,-1.237921,1.208885,-1.024828,-0.681449,-0.586585,-0.472580,-0.363697,-0.212412,-0.131025,-0.071690
1405.521168,443.553284,369.430054,179.241536,118.253613,88.372406,52.873085,48.234791,46.122004,40.154021,34.897988,31.185091,26.262377,22.024148,16.856833,15.930238,12.090619,10.727275,8.824479,8.784460,6.830610,5.640884,4.529981,3.540001,2.040549,1.928080,-1.189866,-1.153989,-0.768583,-0.740599,-0.565565,-0.562578,-0.435998,-0.402246,-0.363104,-0.356991,-0.266045,-0.219238,-0.152906,-0.101287
1322.472369,291.868082,130.898583,102.688738,95.550154,81.362841,65.519663,61.784244,55.595601,53.525148,46.582168,42.887991,42.132826,36.038086,35.626348,35.236079,31.956647,23.105301,12.694321,11.353460,9.724434,8.666394,6.565685,4.555544,3.128110,2.771604,1.594611,-1.282608,-0.994279,-0.867737,-0.691894,-0.643091,-0.617257,-0.514382,-0.376960,-0.329805,-0.301183,-0.220470,-0.210590,-0.191553
164.464070,69.787839,54.440803,48.650023,30.068188,24.778346,23.573556,22.845570,20.540908,11.779066,10.783991,10.353808,9.892583,-0.989180,-0.972662,-0.950636,-0.861722,-0.841359,-0.839504,-0.834603,-0.608199,-0.426697,-0.367815,-0.319317,-0.267837,-0.185980,-0.168591,-0.148898,-0.145408,-0.130232,-0.123878,-0.105867,0.090143,-0.078509,-0.066719,0.066295,-0.039384,0.035759,-0.034825,0.012244
1358.147153,435.207804,241.445612,223.123035,192.221196,111.860300,95.133097,93.828732,93.681985,85.865354,85.132309,84.840277,83.267280,82.906819,72.242302,68.895942,67.925995,66.375196,56.904148,56.736772,56.675476,56.641099,55.545322,54.440046,54.354026,54.206569,53.374313,53.280502,53.228104,52.970425,51.768994,41.390133,40.118180,34.200839,30.993141,29.093316,27.827581,15.036620,5.288669,3.440288
2550.491907,1163.144089,489.178303,369.412453,146.599170,94.657320,77.990196,69.806725,58.106621,35.409448,27.520262,27.140305,26.335390,12.807545,9.449555,9.082008,6.920354,6.747674,6.290951,6.189417,2.284453,-1.089122,-0.827568,-0.817425,-0.622081,-0.335775,-0.328256,-0.304638,-0.256415,-0.105122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1386.346701,391.367698,282.486344,123.936483,90.400063,83.646479,78.639046,58.295101,46.714571,35.784702,33.572639,27.238943,26.878061,23.625938,22.345563,20.259641,13.719186,13.303168,10.564244,9.229620,9.212307,7.159693,4.567995,4.452506,-0.821893,-0.812558,-0.810208,-0.703693,-0.644710,-0.488385,-0.473146,-0.403458,-0.368580,-0.254530,-0.241834,-0.166374,-0.078455,-0.071947,-0.068478,-0.064649
1329.529520,435.602086,369.561468,186.776811,122.540896,91.799186,79.140013,67.474461,60.376482,49.838667,45.356209,39.525160,38.237407,36.911745,32.700461,23.182360,14.289598,13.941008,10.137461,10.057217,8.980730,6.828936,6.477705,4.265676,2.399963,2.003272,-1.192129,-1.121381,-0.734680,-0.718183,-0.715468,-0.571439,-0.498308,-0.470158,-0.452249,-0.424326,-0.198234,-0.177597,-0.157707,-0.151951
2429.720826,1248.631258,244.952291,115.488022,87.173446,77.393299,62.048154,53.109536,41.549590,35.862378,34.365841,32.396795,29.244030,28.226966,25.458977,23.153378,21.671116,16.321242,10.822438,9.450070,8.583887,8.187924,5.689999,4.552813,4.202107,2.863263,1.123995,-0.734963,-0.701782,-0.649936,-0.617024,-0.587026,-0.556458,-0.496122,-0.445791,-0.272329,-0.244234,-0.223272,-0.188467,-0.073033
233.343657,121.474506,60.604701,49.292992,46.939904,40.709366,34.704444,30.956695,27.716029,23.336765,21.400844,20.405638,19.966629,19.258842,9.779764,8.489424,7.165078,6.783075,5.410910,2.070120,1.495471,-1.169723,-1.028565,-0.909568,-0.904999,-0.801188,-0.675614,-0.636380,-0.462254,-0.455614,-0.131397,-0.098149,-0.089955,-0.081852,-0.071747,-0.070922,-0.069051,-0.066612,-0.041872,-0.019184
1339.860458,476.364957,168.978655,107.155311,81.901888,78.342063,67.413454,61.105590,48.620925,46.285680,38.612720,30.892691,27.694217,26.719886,23.650235,10.506005,9.816224,9.266226,7.996350,7.679956,6.775808,6.443167,5.968382,2.058575,-1.151223,-0.847452,-0.703257,-0.593699,-0.482852,-0.394657,-0.351399,-0.211606,-0.125665,-0.076526,-0.071804,0.000000,0.000000,0.000000,0.000000,0.000000
201.486272,93.020002,76.503488,51.005021,48.267794,31.958972,25.105108,24.794032,23.810153,22.935269,21.041146,15.352974,10.953895,10.580917,10.464686,6.596777,5.220543,3.752052,-1.013155,-0.890830,-0.851817,-0.846728,-0.830944,-0.681887,-0.604594,-0.584868,-0.451636,-0.436817,-0.271815,-0.179164,-0.176433,-0.170879,-0.155377,-0.143536,0.127767,-0.123983,-0.082408,-0.039305,0.031452,-0.026249
307.458231,105.016896,100.998046,96.729210,72.264360,71.890298,68.062043,41.100169,38.338248,35.198616,34.849636,31.429823,31.158670,12.937078,10.168293,9.797833,9.511089,9.425208,9.019291,8.915465,8.063912,7.912444,6.885913,3.020315,2.899812,2.707944,-1.144967,-1.132989,-1.081256,-0.617694,-0.614338,-0.556779,-0.473344,-0.458200,-0.349792,-0.265034,-0.256471,-0.148661,-0.134488,-0.079136
1305.756595,254.850086,105.414392,97.300986,76.473360,70.920742,57.907705,53.752522,47.762823,41.848522,29.616766,27.581863,23.336091,20.376172,19.075036,12.205665,10.353577,9.399672,7.961708,7.314106,7.118991,6.989452,5.363967,4.581304,1.847789,-1.264515,-1.051636,-0.906787,-0.903283,-0.641076,-0.470377,-0.464628,0.455395,-0.222104,-0.088176,-0.085181,-0.083743,-0.077629,-0.067792,-0.063971
1397.194456,496.724846,328.171705,229.701185,227.352803,141.792553,94.299823,87.630551,86.185575,71.563863,65.817339,40.465161,35.960169,34.581873,33.608410,32.705100,31.794059,31.177913,30.687524,28.192252,25.777549,24.941962,24.499834,23.198345,22.417282,22.208133,21.223865,16.018231,9.255763,8.872279,8.756804,8.679157,8.489842,8.434172,7.477426,5.952699,5.394907,3.889671,1.894343,1.838571
1322.865641,243.861990,129.881451,85.559587,77.494441,70.618465,64.799995,54.428424,45.472124,44.356137,30.885196,28.593205,26.425207,22.606209,20.797151,14.598188,12.074550,9.557739,7.563530,7.106287,5.782473,4.897809,3.502814,2.668403,-1.019053,-0.890844,-0.863816,-0.827231,-0.701870,-0.536512,-0.360525,-0.184740,-0.155449,-0.146507,-0.093497,-0.088070,-0.085320,0.053690,-0.048610,0.018411
1354.502835,464.961615,197.122964,119.785717,91.981216,81.579363,77.617469,76.152744,66.113671,47.284276,44.475444,41.832894,36.052572,33.698206,32.635515,30.687222,28.959748,15.969192,12.076347,10.028145,9.367068,8.908580,8.765607,8.129343,7.845341,7.062783,6.642286,5.978899,2.626868,1.536250,-1.073275,-0.948609,-0.588724,-0.554922,-0.385132,-0.355054,-0.268512,-0.149017,-0.085219,-0.065819
1303.462376,220.195934,92.569739,70.759918,69.486712,63.024284,52.231098,37.280378,32.569576,27.564845,27.411492,24.980412,24.727054,13.839252,11.341834,9.527524,6.798310,6.292341,6.272549,3.606749,1.598106,-1.183469,-1.020045,-0.989574,-0.821819,-0.821191,-0.636095,-0.580905,-0.536768,-0.371891,-0.327690,-0.317619,-0.166452,-0.141946,-0.138888,-0.098495,-0.077824,-0.062572,-0.020134,-0.001229
1344.459262,305.571376,156.287979,132.542335,96.501676,81.487882,76.924294,69.608965,61.097172,54.596000,45.775088,44.915659,44.057340,42.274891,39.997006,36.318729,28.332370,27.325508,25.458507,22.473910,19.289731,16.978175,13.531486,11.072245,10.341079,8.874844,8.280813,7.875432,7.664896,5.226444,5.049865,4.165951,3.228421,3.026085,2.477959,-0.631290,-0.603567,0.301359,0.169318,-0.076689
1309.098239,192.266392,107.445885,77.166678,66.840162,44.811073,35.537480,31.503852,28.788914,26.056881,23.970430,22.814247,21.125002,16.289119,9.908187,6.539150,6.210557,3.140576,2.996881,-1.033499,-0.988163,-0.973871,-0.902985,-0.901563,-0.838581,-0.565708,-0.561730,-0.357406,-0.137158,-0.135093,-0.100464,-0.088178,-0.075921,-0.072973,-0.069643,-0.065513,-0.061448,-0.043789,-0.024051,-0.002302
1370.322491,389.577584,270.377186,122.470959,94.402374,72.302454,47.050637,39.027415,36.621241,33.674675,33.326042,32.010519,28.470966,25.313747,23.940737,20.954588,19.806536,14.491138,9.409995,9.191446,9.134964,5.281443,4.597609,2.914143,-1.145629,-0.826190,-0.814269,-0.618685,-0.481714,-0.477121,-0.415423,-0.402826,-0.368178,-0.338543,-0.334367,-0.311873,-0.237647,-0.181068,-0.156791,-0.104555
1383.418004,467.283633,302.193363,176.280772,98.430959,88.308235,78.589020,68.416107,45.525737,38.656753,34.437855,32.274946,29.453108,27.453458,26.759257,14.461736,13.414205,13.041037,9.500014,8.975321,7.505266,6.243108,6.180358,5.681559,4.089579,1.453937,-1.212687,-0.832398,-0.825013,-0.763198,-0.632850,-0.618769,-0.493771,-0.334530,-0.325649,-0.254966,-0.144541,-0.127895,-0.084159,-0.029827
7593.189123,6284.941334,1172.808927,194.246075,114.003300,70.046234,52.536630,36.148107,29.422093,27.992246,25.856795,24.350523,23.998990,15.144016,10.366457,10.273981,5.523440,4.805922,4.059927,3.926018,-1.041119,-1.036266,-0.912210,-0.839375,-0.836865,-0.817804,-0.679346,-0.358293,-0.331032,-0.316204,-0.314246,-0.133374,-0.133111,-0.112434,-0.108426,-0.059841,-0.044079,-0.038957,0.017749,0.004969
1420.583629,458.906385,359.020347,180.392728,94.390295,70.038996,66.885083,46.590743,41.857418,38.386937,34.587334,30.968905,24.746675,23.143082,22.128131,16.779633,13.523881,10.802950,10.733255,10.118053,7.541559,5.905986,4.591412,3.854976,-0.870122,-0.722881,-0.690704,-0.672630,-0.633204,-0.606959,-0.453544,-0.438172,-0.406162,-0.326256,-0.247819,-0.224709,-0.135364,-0.085659,-0.072888,-0.034544
1353.422461,323.045768,176.256825,108.214954,97.133082,56.639578,48.870975,41.189390,37.007862,32.559645,31.997752,23.515987,19.260490,17.751941,12.653623,11.322405,9.840402,9.192651,6.657649,6.032932,5.906051,2.477444,2.346343,-1.139266,-1.134440,-0.923776,-0.740864,-0.698738,-0.605151,-0.599640,-0.534005,-0.519449,-0.366550,-0.323796,-0.173961,-0.159597,-0.100909,-0.089582,-0.044710,-0.028865
1304.487004,249.735404,126.909234,88.145896,84.783274,65.412999,45.247117,39.537805,37.133023,35.480807,34.411043,26.777993,26.686736,23.393553,18.290991,10.459754,10.158913,9.421028,9.357563,7.553777,4.631355,4.321614,4.070518,1.922741,1.760977,-1.243503,-1.209308,-0.940941,-0.679496,-0.617907,-0.615909,-0.500710,-0.440005,-0.363981,-0.255492,-0.251162,-0.132026,-0.094506,-0.076423,-0.072681
1369.231505,369.104707,260.964400,131.097263,78.867861,48.241306,47.432184,42.095335,28.283974,26.970593,26.847324,22.278888,14.471285,13.351159,13.145101,13.039334,5.201562,3.135975,3.104888,-1.022068,-1.019534,-0.873772,-0.871026,-0.812088,-0.778441,-0.738912,-0.437900,-0.257519,-0.184880,-0.127856,-0.122492,-0.121958,-0.119028,-0.116018,-0.061545,-0.050385,0.009415,0.008600,-0.004946,0.002589
1348.999488,371.929743,142.432891,84.499234,69.850983,50.012724,41.972048,33.219651,27.229596,21.201683,18.415376,13.954806,12.874731,10.190151,8.633238,8.383193,7.448678,-1.004834,-0.933268,-0.890750,-0.838110,-0.668887,-0.624909,-0.587579,-0.518016,-0.440062,-0.430330,-0.413241,-0.346954,-0.232108,-0.167005,-0.158871,-0.128854,-0.091086,-0.078391,-0.072056,-0.069983,0.063914,0.028285,-0.002304
6965.488658,1313.601555,376.512310,283.121951,261.110108,162.421580,89.557507,65.782771,46.543995,35.736062,30.918065,28.411312,27.772087,26.949477,24.103255,22.068335,13.449299,10.612156,9.337573,7.503208,4.999837,3.493316,1.656881,-1.142519,-0.902657,-0.836749,-0.825170,-0.812603,-0.620593,-0.427079,-0.321842,-0.317092,-0.267856,-0.174243,-0.136366,-0.109823,-0.074389,-0.065613,-0.037649,0.004688
1351.895960,291.451988,154.075058,111.389333,107.038110,77.045444,75.048038,65.749421,47.878749,44.879275,42.705095,42.094380,39.997982,36.994959,36.220532,30.158466,28.520804,27.986374,17.875285,17.610327,12.372757,11.937030,9.791772,9.407104,9.108934,8.792207,5.633668,5.305063,4.519207,2.834149,1.241039,1.227269,-0.921207,-0.873769,-0.432250,-0.273268,-0.079152,-0.072015,-0.068479,-0.063720
1318.904494,248.145677,109.376574,76.631717,75.998561,69.044768,68.594805,59.440400,50.086566,41.245569,35.797395,26.346616,18.930180,15.338816,11.504330,9.689291,7.518834,6.934410,6.775580,5.861822,5.183012,4.728530,2.674361,-0.847077,-0.846546,0.631103,-0.517625,-0.501070,-0.280715,-0.238338,-0.115667,-0.076387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1339.937426,377.692978,142.004644,90.295379,74.300258,72.005983,35.164128,32.880257,27.888633,27.118028,9.537968,9.262469,8.651019,6.683805,6.331393,6.235454,2.893902,-1.155772,-0.823117,-0.817434,-0.617631,-0.475157,-0.328022,-0.321271,-0.261185,-0.129855,0.098008,-0.094704,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1444.366227,437.020292,293.914955,273.354751,223.082735,96.118510,76.913071,63.154322,54.552805,41.882326,32.781802,31.331433,30.833005,26.267347,25.866133,24.056860,21.891392,20.103588,13.393751,10.459145,8.918651,8.816468,6.587644,4.421285,-0.892157,-0.823948,-0.803024,-0.440397,-0.424991,-0.405194,-0.341072,-0.332974,-0.330945,-0.306289,-0.301178,-0.161283,-0.093084,-0.077113,-0.074188,-0.066409
212.699962,108.715662,72.627432,43.814837,43.229293,36.122465,33.547336,30.726657,30.653588,25.331540,21.684661,12.015113,9.618760,9.263470,9.194210,8.989817,5.733175,2.795903,2.780268,-1.061251,-1.060387,-0.908208,-0.883249,-0.848513,-0.799856,-0.563265,-0.559897,-0.520013,-0.362266,-0.354383,-0.180668,-0.144960,-0.139669,-0.094035,-0.082184,-0.078117,-0.062793,-0.041613,0.017744,-0.012569
1328.641753,275.586268,144.473696,87.983043,77.063995,71.803814,63.399258,54.436945,47.842151,43.576739,42.532194,37.919669,34.896515,33.807822,31.231870,29.212656,22.222375,20.898520,19.867937,15.845233,12.734323,10.906632,9.508190,9.147761,8.584222,5.759014,5.458744,4.352668,3.265667,1.549178,-1.137412,0.787469,-0.677164,-0.527195,-0.504121,-0.444070,-0.417213,-0.406811,-0.376573,-0.181053
1369.035372,312.136508,158.968743,129.835030,89.838726,80.979221,75.382223,68.938738,63.371224,61.295663,58.784695,54.894285,44.882581,42.473942,34.729018,32.698193,29.714324,24.112983,22.833330,20.221585,20.085327,17.565089,16.140646,11.607825,9.879758,9.387096,6.941255,4.869999,3.460612,3.244510,2.993842,1.310121,-1.220962,-0.889433,-0.620159,-0.515378,-0.456558,-0.259044,-0.193349,-0.113479
3052.032069,2263.381095,1075.966466,207.331693,117.422507,85.719859,51.497416,48.750314,40.134471,38.064302,31.009050,27.749753,22.884807,20.200324,18.834037,16.012589,10.067469,7.928242,7.155668,7.057701,5.010591,4.235295,2.517128,1.320232,-1.143366,-1.135454,-0.905043,-0.872949,-0.719292,-0.688281,-0.559449,-0.460626,-0.352468,-0.336313,-0.139607,-0.090938,-0.084908,-0.079446,-0.061366,-0.060492
223.556065,89.357459,72.426466,49.936350,44.521182,32.151496,27.459875,25.791934,23.661317,23.318514,17.625993,13.092211,11.260112,9.062369,8.011719,5.678629,4.255327,1.992607,-1.125390,-1.009284,-0.916459,-0.902008,-0.840733,-0.835829,-0.750923,-0.473626,-0.360605,-0.328070,-0.265523,-0.216777,-0.147050,-0.139808,-0.131322,-0.122968,-0.078284,-0.071444,0.036013,-0.031492,-0.020365,0.018212
1355.975759,431.570758,351.471064,184.387137,99.574008,87.457719,64.469400,48.179408,39.900629,38.944856,35.667991,34.448992,31.986167,31.309213,24.238278,18.703653,13.191048,9.954534,9.850503,9.636981,7.478749,7.179138,4.721676,2.506807,2.381998,-1.147546,-1.139191,-0.890018,-0.720522,-0.675222,-0.568867,-0.557675,-0.453298,-0.373920,-0.349003,-0.191103,-0.167193,-0.139729,-0.116127,-0.022857
1375.259113,496.700621,254.935756,243.609785,229.265722,114.621996,81.238688,69.848760,43.044957,32.752487,32.287550,29.428022,28.364243,27.455498,26.404794,25.871411,23.994336,23.645019,23.426618,22.562491,11.611996,9.503553,6.913108,6.243572,6.217220,-0.830196,-0.824867,-0.822921,-0.820119,-0.800666,-0.379297,-0.333741,-0.325663,-0.130413,-0.127769,-0.114084,-0.109766,-0.074299,-0.041542,-0.015557
1317.780015,223.705095,105.497883,90.812832,78.351361,67.524987,58.264054,44.741649,34.801643,30.308053,27.808815,27.244789,25.109426,19.637417,14.890485,11.902308,9.391828,9.358449,8.129213,6.278101,6.236322,6.150318,4.367997,3.401527,1.767056,-1.221426,-0.933461,-0.835381,-0.824570,-0.637824,-0.618581,-0.501216,-0.446521,-0.331067,-0.326843,-0.258974,-0.138373,-0.103504,-0.080998,-0.045189
1295.884675,234.934526,99.789211,87.585749,73.435170,67.940750,47.748799,36.941122,32.958526,25.692579,24.056083,22.767666,17.740029,12.226754,9.468489,9.208842,7.868535,7.042499,6.748019,3.329094,2.168400,-1.263255,-1.026332,-0.904740,-0.843752,-0.836217,-0.697147,-0.618132,-0.514603,-0.452135,-0.257374,-0.157374,-0.149528,-0.130664,-0.120590,-0.086476,-0.068914,-0.035100,0.034458,-0.023779
2745.480170,1243.668491,435.537253,324.490955,273.927371,146.731215,88.786933,49.389270,43.089082,42.164674,40.422364,36.612074,29.115632,21.291253,19.736871,13.097772,12.682811,11.682286,8.457116,8.386412,5.634193,2.796655,-1.198259,1.163662,-0.991445,-0.786108,-0.661218,-0.648710,-0.631684,-0.510850,-0.454777,-0.426433,-0.311677,-0.242978,-0.149842,-0.124330,-0.096860,-0.072476,-0.044409,0.004654
1289.969343,217.770083,94.675470,70.643727,65.629213,54.968512,35.709445,33.440552,23.435979,22.669721,20.919722,19.257969,16.544666,12.315147,10.802055,10.168739,6.264676,5.835624,1.465641,-1.114748,-0.963317,-0.947752,-0.840132,-0.826435,-0.789365,-0.693945,-0.584966,-0.461203,-0.162969,-0.157640,-0.143508,-0.134032,-0.112683,-0.091402,-0.074344,-0.064242,0.042633,0.040052,-0.032999,-0.021609
1431.688199,464.766199,358.067027,182.278410,92.465414,90.246398,60.535702,53.754362,47.381711,38.860205,27.960105,26.532478,25.405812,21.190384,19.929430,15.221628,11.712035,8.863430,7.860288,6.337305,4.861370,2.003791,-1.094104,-0.984404,-0.904132,-0.802596,-0.725347,-0.688339,-0.504556,-0.472201,-0.431205,-0.207226,-0.185195,-0.162693,-0.144294,-0.102997,-0.079118,0.032821,-0.018163,0.009811
1415.898353,423.596535,283.724796,268.058928,259.894988,130.232173,63.315447,48.931942,36.015904,31.946284,28.172590,23.940011,21.762636,21.330019,10.516017,10.222071,9.328232,5.357688,2.435302,-1.166828,-0.968504,-0.835683,-0.683802,-0.631503,-0.606158,-0.582555,-0.561775,-0.448095,-0.308480,-0.258779,-0.168526,-0.145999,0.139352,-0.128141,-0.101817,-0.094773,-0.042603,0.036679,-0.035322,-0.010553
1361.673068,261.250601,118.472237,102.556764,102.250624,63.463439,63.387495,52.107207,41.786015,41.630904,29.866602,28.571008,28.521878,28.043060,23.951498,23.626565,20.602231,17.954122,17.829638,9.394774,8.397597,8.304826,2.610659,2.294924,2.182362,-1.016295,-1.006864,-0.937926,-0.867690,-0.853731,-0.122862,-0.120851,-0.116486,-0.108182,-0.083034,-0.069015,-0.045882,-0.042074,-0.030259,-0.013882
1291.375086,235.943996,125.256600,85.193017,62.238646,51.653831,47.130779,41.778394,36.911503,30.141242,28.181568,22.764717,19.672640,18.649401,15.997510,9.954910,7.912553,7.192063,7.003649,4.917160,4.342719,2.356266,1.326702,-1.160552,-1.121906,-0.884837,-0.794118,-0.710420,-0.657143,-0.571322,-0.555670,-0.461578,-0.347438,-0.326551,-0.142061,-0.090673,-0.080131,-0.076524,-0.067474,-0.062456
