#Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability,MND
-3255.206350,-0.138097,2.926000,-1.074280,0.135500,-0.178010,-0.042510,373.770332,7.000000
-4884.697842,-0.166440,5.578000,-0.044340,0.079480,-0.162760,-0.083280,452.486214,6.000000
-4556.482445,-0.152237,4.906800,0.710830,0.088550,-0.152760,-0.064210,406.956934,6.000000
-3345.191498,-0.112192,0.205100,0.329380,0.060000,-0.149390,-0.089390,335.040235,6.000000
-5387.917877,-0.481340,1.506000,0.961400,0.071260,-0.150590,-0.079330,1076.335689,4.000000
-3434.326936,-0.140766,6.535900,0.310900,0.065560,-0.171330,-0.105770,365.210313,5.000000
-2653.240564,-0.083759,11.138000,-1.427200,0.144280,-0.175020,-0.030740,229.313012,5.000000
-4080.850912,-0.239172,4.380700,-1.348140,0.156010,-0.302170,-0.146160,568.380924,6.000000
-3453.482072,-0.066161,0.012600,0.846960,0.100870,-0.197010,-0.096140,224.430624,6.000000
-3061.044118,-0.135082,5.776400,-0.531670,0.104240,-0.166570,-0.062330,377.461336,8.000000
-6605.088367,-0.563557,1.527200,-0.767010,0.092830,-0.150440,-0.057610,1204.171085,7.000000
-4104.464730,-0.133045,2.880600,-0.686530,0.085430,-0.144010,-0.058580,370.901070,6.000000
-2334.459176,-0.063984,3.059500,-0.701280,0.103900,-0.197840,-0.093940,245.754477,7.000000
-8557.469788,-0.155009,0.010000,-1.246710,0.117770,-0.153170,-0.035400,390.743072,6.000000
-2851.276852,-0.134410,7.514500,0.290220,0.082320,-0.254230,-0.171910,339.927014,5.000000
-1981.241954,-0.064637,7.676300,0.234550,0.131020,-0.281320,-0.150300,199.207295,10.000000
-2453.407832,-0.092156,5.589000,-0.349620,0.120060,-0.205940,-0.085880,278.851268,8.000000
-4206.525585,-0.147520,3.248300,-1.009200,0.125200,-0.167470,-0.042270,396.597328,6.000000
-3616.474713,-0.229506,5.292200,0.187500,0.075000,-0.132850,-0.057850,513.606396,4.000000
-3355.376147,-0.165985,1.288000,-0.944200,0.077880,-0.149950,-0.072070,399.215984,6.000000
-2644.461836,-0.039153,7.094900,-0.170820,0.119990,-0.241070,-0.121080,148.714631,8.000000
-3949.338068,-0.177770,0.002300,-1.607270,0.138020,-0.144450,-0.006430,469.530504,6.000000
-2638.780440,-0.081924,6.113500,0.605300,0.084480,-0.276260,-0.191780,242.168435,5.000000
-2988.095848,-0.130798,2.701900,-0.705100,0.125010,-0.184110,-0.059100,375.488777,7.000000
-2396.554643,-0.093414,3.921100,-0.334010,0.124070,-0.167040,-0.042970,288.236119,8.000000
-3184.428168,-0.094454,13.839700,0.358120,0.099600,-0.187680,-0.088080,289.610176,6.000000
-2502.745717,-0.141046,5.125900,0.581780,0.054250,-0.129500,-0.075250,350.766944,3.000000
-2238.630140,-0.060945,2.876500,-0.747240,0.112300,-0.186990,-0.074690,212.601732,7.000000
-2953.741438,-0.137346,4.172400,0.694630,0.074100,-0.172090,-0.097990,357.801542,4.000000
-7638.410144,-0.132910,6.145300,0.164070,0.095410,-0.136230,-0.040820,362.620517,4.000000
-3324.062576,-0.201088,5.759400,0.888340,0.069050,-0.177190,-0.108140,502.762491,5.000000
-3200.074805,-0.117301,4.281300,-0.520390,0.148140,-0.303420,-0.155280,282.088506,8.000000
-5235.722150,-0.244893,4.778400,-0.272060,0.083890,-0.162640,-0.078750,617.148902,4.000000
-2220.211604,-0.063434,2.127000,-0.759170,0.115230,-0.204230,-0.089000,210.552049,7.000000
-3419.661015,-0.111680,12.175300,0.711520,0.051580,-0.153390,-0.101810,333.678177,5.000000
-8351.771392,-0.169525,3.938900,-0.857560,0.119300,-0.169900,-0.050600,439.119588,6.000000
-3009.036183,-0.062532,4.978000,-0.181400,0.114490,-0.213710,-0.099220,235.338672,8.000000
-2102.521069,-0.056057,4.471500,-0.582810,0.157650,-0.355400,-0.197750,179.229828,8.000000
-2149.676608,-0.072558,3.713900,-0.454980,0.144780,-0.199880,-0.055100,224.065551,8.000000
-2772.481826,-0.109477,2.794900,-1.241000,0.174730,-0.223030,-0.048300,313.199237,9.000000
-2464.912077,-0.052375,3.665300,-0.768390,0.120950,-0.209600,-0.088650,180.268852,7.000000
-5426.996648,-0.208806,10.754600,-1.286530,0.105190,-0.191030,-0.085840,553.035213,6.000000
-3697.793573,-0.126905,5.958000,-1.172100,0.167490,-0.289740,-0.122250,309.394399,6.000000
-4735.449888,-0.284262,5.163100,-0.734580,0.059500,-0.256990,-0.197490,580.932103,5.000000
-4366.189156,-0.158718,1.604000,0.549930,0.087600,-0.176470,-0.088870,395.353050,6.000000
-2439.816305,-0.061481,8.236000,0.865230,0.040590,-0.171570,-0.130980,199.273080,6.000000
-4286.612460,-0.201165,5.784100,-1.046080,0.093300,-0.172030,-0.078730,494.236182,5.000000
-3221.317263,-0.144743,5.292500,-0.859820,0.095080,-0.187340,-0.092260,351.687302,5.000000
-2314.427618,-0.071324,6.900800,0.316160,0.089320,-0.261100,-0.171780,187.834564,5.000000
-2161.253226,-0.037653,2.341700,-0.572670,0.144350,-0.386230,-0.241880,137.996944,8.000000
-2294.612831,-0.055971,3.966100,-0.743920,0.131880,-0.206630,-0.074750,179.328259,6.000000
-3807.170703,-0.245887,4.525000,0.700090,0.099160,-0.160310,-0.061150,608.221550,5.000000
-2738.915961,-0.114545,4.934400,-1.578790,0.125040,-0.187150,-0.062110,280.925055,5.000000
-2750.873333,-0.140405,7.873700,0.342810,0.092920,-0.261450,-0.168530,366.708855,6.000000
-5037.770858,-0.235658,5.923100,0.189610,0.075510,-0.164100,-0.088590,603.272161,4.000000
-3401.958508,-0.146412,3.295700,-0.907690,0.156320,-0.297910,-0.141590,348.079463,8.000000
-4588.984717,-0.206369,5.132300,0.850050,0.010200,-0.171500,-0.161300,544.374028,6.000000
-2738.782536,-0.082925,1.566600,-0.844530,0.136300,-0.219250,-0.082950,251.638647,7.000000
-3716.981796,-0.147844,0.329900,0.326360,0.137940,-0.133030,0.004910,422.198722,6.000000
-1831.875361,-0.076930,5.144800,-0.936220,0.125120,-0.179330,-0.054210,188.152945,11.000000
-3672.271659,-0.183457,6.127900,-0.595680,0.125280,-0.169230,-0.043950,474.773955,6.000000
-3669.441606,-0.224710,6.488800,-0.617260,0.062130,-0.137080,-0.074950,532.298661,6.000000
-3183.943821,-0.106581,8.196900,0.237870,0.071700,-0.183610,-0.111910,288.816335,5.000000
-3300.883127,-0.094878,9.756000,-0.447300,0.119110,-0.153960,-0.034850,271.906816,6.000000
-2527.955806,-0.083766,4.432700,-0.971420,0.161880,-0.209690,-0.047810,251.459914,7.000000
-3362.952843,-0.142835,5.756500,-0.820980,0.120040,-0.174040,-0.054000,399.493332,4.000000
-4320.664463,-0.237010,4.085000,-1.314150,0.111040,-0.163230,-0.052190,552.698978,6.000000
-5915.085880,-0.231383,4.935400,0.943830,0.075650,-0.133650,-0.058000,564.928103,4.000000
-2719.281224,-0.105777,3.068100,-0.771170,0.143390,-0.350590,-0.207200,307.491882,8.000000
-2028.528547,-0.058532,2.705800,-0.212830,0.080220,-0.322320,-0.242100,173.697063,8.000000
-1950.343261,-0.037017,3.746600,-0.700220,0.139100,-0.392730,-0.253630,136.600272,8.000000
-3629.517825,-0.183807,4.135200,-1.288110,0.149910,-0.138090,0.011820,421.807020,6.000000
-2915.793620,-0.139464,3.681100,-0.755460,0.150830,-0.337790,-0.186960,364.929990,8.000000
-3151.443653,-0.144378,4.008900,-1.305570,0.169980,-0.209170,-0.039190,370.931235,9.000000
-3332.160406,-0.159529,8.717200,0.839730,0.041410,-0.138050,-0.096640,413.826797,3.000000
-5053.491952,-0.123293,7.632800,-0.701920,0.080070,-0.281170,-0.201100,325.271393,8.000000
-2291.888382,-0.062974,4.044300,-0.235800,0.098820,-0.181200,-0.082380,220.975310,8.000000
-4584.829373,-0.259560,5.315200,-0.925490,0.125050,-0.200810,-0.075760,640.733098,8.000000
-3086.568106,-0.197993,3.474800,0.315870,0.049580,-0.143420,-0.093840,474.836404,5.000000
-2995.808704,-0.169653,4.781900,0.824670,0.090810,-0.186280,-0.095470,422.612903,5.000000
-3879.398880,-0.167098,3.324200,-0.612350,0.093770,-0.290090,-0.196320,360.286315,5.000000
-3410.508374,-0.183298,4.966300,-0.731000,0.077830,-0.155310,-0.077480,480.349212,5.000000
-2942.526878,-0.102124,0.515100,0.087790,0.103410,-0.206980,-0.103570,349.876601,6.000000
-3696.297626,-0.228279,0.435500,0.709760,0.094140,-0.155050,-0.060910,604.584491,5.000000
-2790.727063,-0.076154,2.975100,-0.685560,0.137460,-0.204120,-0.066660,240.205973,8.000000
-2949.872821,-0.207893,4.320300,0.701880,0.088230,-0.146610,-0.058380,474.929451,4.000000
-2894.938279,-0.103473,4.483400,0.415980,0.082550,-0.162960,-0.080410,346.437022,6.000000
-3698.902088,-0.212931,4.989100,0.915400,0.053670,-0.162750,-0.109080,471.606985,4.000000
-3123.657536,-0.132704,10.558400,-1.156420,0.128230,-0.189130,-0.060900,373.206339,6.000000
-2858.668379,-0.125617,2.851000,-1.767440,0.139570,-0.167360,-0.027790,330.525504,7.000000
-3416.457816,-0.144645,4.952000,-0.579080,0.093300,-0.135440,-0.042140,360.241339,8.000000
-3938.478226,-0.205900,2.947000,0.888720,0.060260,-0.145560,-0.085300,466.546926,3.000000
-5474.790946,-0.242282,1.558300,0.605630,0.052540,-0.150120,-0.097580,654.807251,5.000000
-3125.882060,-0.174831,0.001300,0.924610,0.058190,-0.158730,-0.100540,419.483480,2.000000
-3863.240033,-0.231363,0.000200,0.516860,0.071970,-0.136640,-0.064670,659.953993,6.000000
-3670.090229,-0.187323,10.199600,0.283740,0.081410,-0.161100,-0.079690,436.637330,5.000000
-3069.473031,-0.099281,5.556900,0.360570,0.084830,-0.188610,-0.103780,274.008286,4.000000
-3040.293225,-0.162894,4.621300,-0.213160,0.098870,-0.143820,-0.044950,379.701898,4.000000
-1893.022704,-0.037143,5.742700,-0.258730,0.075220,-0.168880,-0.093660,147.638575,8.000000
-3548.113218,-0.301751,2.456100,0.882260,0.056030,-0.125080,-0.069050,639.628354,4.000000
-4328.310103,-0.096285,6.718800,0.581330,0.070620,-0.207100,-0.136480,306.194094,6.000000
-4172.181895,-0.171344,5.133900,-0.195000,0.100130,-0.161870,-0.061740,439.785659,6.000000
-4400.724479,-0.136032,10.148100,0.251220,0.053860,-0.165210,-0.111350,423.242800,6.000000
-3680.377331,-0.177349,1.358200,-0.699970,0.124560,-0.285000,-0.160440,400.277268,8.000000
-4400.724430,-0.135922,10.212700,0.249540,0.053700,-0.165170,-0.111470,423.230655,6.000000
-2469.183415,-0.095908,4.344100,-0.667360,0.082630,-0.159310,-0.076680,290.275150,5.000000
-3577.267134,-0.137200,5.520800,-0.115350,0.076640,-0.157200,-0.080560,306.773137,4.000000
-3168.299594,-0.132050,4.591100,0.491330,0.088920,-0.163120,-0.074200,382.649441,6.000000
-3608.602607,-0.172856,1.508700,-1.499490,0.142820,-0.140590,0.002230,407.702685,6.000000
-2878.370314,-0.150686,11.371800,-1.449540,0.099830,-0.157620,-0.057790,375.149898,5.000000
-3607.906085,-0.163076,5.244100,-1.173900,0.127910,-0.139670,-0.011760,381.185156,6.000000
-3877.253184,-0.284921,0.009300,0.926080,0.108050,-0.176660,-0.068610,623.769535,6.000000
-7965.073918,-0.121546,5.084300,-0.373850,0.079980,-0.164470,-0.084490,312.475777,5.000000
-4078.783809,-0.232797,5.538800,0.863980,0.072330,-0.127950,-0.055620,578.997024,4.000000
-4632.418411,-0.218970,11.524800,0.748590,0.075230,-0.210220,-0.134990,502.607769,5.000000
-3300.744193,-0.123778,5.093900,-0.854120,0.138750,-0.214520,-0.075770,359.363181,8.000000
-12244.278764,-0.079058,8.576200,0.450260,0.086230,-0.160950,-0.074720,252.189824,4.000000
-2960.956089,-0.184541,8.167100,0.760000,0.071240,-0.157500,-0.086260,447.648334,4.000000
-5903.204841,-0.113495,11.691100,0.182150,0.074710,-0.188150,-0.113440,340.605097,5.000000
-4696.018025,-0.267401,4.480500,-0.725830,0.155580,-0.210390,-0.054810,678.877804,8.000000
-3502.719413,-0.152804,4.734500,-0.518320,0.128440,-0.182920,-0.054480,427.123257,8.000000
-4386.059766,-0.161573,2.478600,-0.634760,0.083870,-0.163110,-0.079240,410.058875,6.000000
-3086.972115,-0.105632,13.405100,0.384970,0.076370,-0.148790,-0.072420,288.796102,6.000000
-3316.169871,-0.166453,3.889900,-0.493420,0.140230,-0.291600,-0.151370,431.571387,8.000000
-3709.996650,-0.155528,6.803200,-0.050440,0.088930,-0.147660,-0.058730,334.068559,5.000000
-2310.288062,-0.102415,2.026500,-0.528850,0.169700,-0.170340,-0.000640,245.945705,9.000000
-3999.664742,-0.150288,0.553800,-1.397000,0.114340,-0.162360,-0.048020,376.368413,6.000000
-1915.659592,-0.042161,2.338400,-0.457290,0.164420,-0.376870,-0.212450,140.690510,9.000000
-9293.688432,-0.185886,0.006000,0.353660,0.055760,-0.145430,-0.089670,573.672658,6.000000
-4495.646029,-0.294825,5.948900,-0.877790,0.102500,-0.050960,0.051540,691.502111,4.000000
-3573.918038,-0.180711,3.589100,-0.199510,0.096430,-0.191470,-0.095040,473.171104,8.000000
-2800.047877,-0.132750,4.353300,0.770810,0.102930,-0.143550,-0.040620,353.123173,6.000000
-2738.198674,-0.105716,3.811700,-0.883160,0.128920,-0.323110,-0.194190,281.981826,8.000000
-4136.161654,-0.221720,2.487200,-0.860710,0.121380,-0.166360,-0.044980,558.482582,6.000000
-5187.777144,-0.122058,6.683600,0.138270,0.079290,-0.277530,-0.198240,348.416129,6.000000
-4100.467717,-0.120023,18.899100,0.910720,0.082430,-0.192130,-0.109700,351.241428,6.000000
-3526.461431,-0.142911,4.637400,0.298880,0.071600,-0.174680,-0.103080,388.213155,4.000000
-3466.552236,-0.139121,0.000600,0.877430,0.065660,-0.163570,-0.097910,403.120587,6.000000
-2849.881207,-0.143026,3.234500,-0.773510,0.144220,-0.151420,-0.007200,339.238618,8.000000
-5995.819763,-0.206079,0.135000,0.403630,0.068070,-0.182280,-0.114210,538.040994,6.000000
-5287.130709,-0.061297,6.330500,-0.530510,0.104700,-0.200520,-0.095820,231.579807,8.000000
-3211.825966,-0.133485,4.958000,-0.819520,0.125250,-0.172490,-0.047240,365.047213,4.000000
-3761.314544,-0.107533,0.001300,0.837920,0.052680,-0.161520,-0.108840,413.901277,6.000000
-10293.777142,-0.413577,0.014800,0.265500,0.086660,-0.148590,-0.061930,1081.100759,6.000000
-2846.976399,-0.129342,7.693100,-0.151560,0.097010,-0.151970,-0.054960,366.095391,8.000000
-2745.276822,-0.072771,6.381100,-1.315800,0.168650,-0.231530,-0.062880,225.592739,6.000000
-4558.878894,-0.312328,8.169600,0.262520,0.086660,-0.157670,-0.071010,710.332663,5.000000
-2768.583390,-0.095151,6.823400,-1.639770,0.130820,-0.197070,-0.066250,276.236702,5.000000
-2738.642587,-0.119131,4.143300,-1.561290,0.139510,-0.205040,-0.065530,338.486208,5.000000
-3945.689766,-0.190563,4.127200,-1.005320,0.136850,-0.187850,-0.051000,498.331566,7.000000
-2894.614754,-0.133987,1.719500,-0.925340,0.156140,-0.208490,-0.052350,366.529467,7.000000
-2998.479636,-0.095674,6.005000,-1.312060,0.173390,-0.238080,-0.064690,294.625298,6.000000
-2220.232157,-0.073184,2.974500,-0.578590,0.141610,-0.347570,-0.205960,225.878032,8.000000
-2940.828477,-0.111576,5.303100,0.879590,0.072560,-0.146390,-0.073830,341.425556,5.000000
-2149.619808,-0.076300,1.694900,0.918150,0.079140,-0.145270,-0.066130,220.724013,4.000000
-3316.168569,-0.164233,3.638500,-0.507340,0.135110,-0.289470,-0.154360,431.447602,8.000000
-3055.268463,-0.084907,6.841600,-0.274280,0.107420,-0.177580,-0.070160,280.956873,8.000000
-2584.943919,-0.079452,7.295200,0.017760,0.091950,-0.148430,-0.056480,250.262786,4.000000
-3643.207956,-0.173082,9.191500,0.341750,0.082690,-0.134190,-0.051500,413.919863,6.000000
-2603.006422,-0.103944,2.682900,0.066950,0.057240,-0.114460,-0.057220,289.439616,5.000000
-4267.629537,-0.306414,3.172800,0.717490,0.099510,-0.169640,-0.070130,745.051846,5.000000
-3917.942860,-0.249476,0.686500,-0.604100,0.077680,-0.284800,-0.207120,604.788329,8.000000
-2393.019244,-0.088762,4.833000,0.418920,0.096670,-0.255810,-0.159140,209.151118,5.000000
-3756.430003,-0.173323,3.096800,-0.926740,0.087250,-0.152360,-0.065110,441.025368,6.000000
-2795.984975,-0.098043,5.856300,0.716330,0.083220,-0.307700,-0.224480,297.758415,7.000000
-2322.058148,-0.070790,5.873200,-0.918100,0.161320,-0.258120,-0.096800,203.765395,7.000000
-2313.588001,-0.049214,3.070700,-0.531170,0.127710,-0.370410,-0.242700,177.444470,8.000000
-4090.680496,-0.248450,1.601800,-1.549870,0.137760,-0.174120,-0.036360,538.007953,6.000000
-3365.645476,-0.101043,1.931500,0.280850,0.087220,-0.147440,-0.060220,286.771753,5.000000
-3949.916562,-0.255429,5.721900,0.975410,0.072490,-0.152120,-0.079630,663.909616,4.000000
-3755.629356,-0.162498,0.730300,0.093490,0.102820,-0.197880,-0.095060,486.925859,6.000000
-7272.373824,-0.089611,6.629200,0.252030,0.083650,-0.152020,-0.068370,267.141286,4.000000
-2423.015096,-0.125365,1.774600,0.406590,0.038090,-0.113060,-0.074970,317.131941,6.000000
-3160.743781,-0.102979,15.399300,0.232550,0.073070,-0.151840,-0.078770,314.533100,6.000000
-3329.041816,-0.114237,2.682900,-0.489900,0.105620,-0.185550,-0.079930,325.629758,8.000000
-2434.642595,-0.096254,6.226600,-0.196220,0.068890,-0.169070,-0.100180,298.420099,8.000000
-2357.889548,-0.088099,2.641200,-0.584520,0.125510,-0.331810,-0.206300,260.568331,8.000000
-5935.992110,-0.138414,8.452300,-0.609100,0.084130,-0.284690,-0.200560,349.985523,6.000000
-3144.724763,-0.192420,0.001600,0.838620,0.074030,-0.138590,-0.064560,476.164413,6.000000
-3254.272132,-0.111416,8.872600,0.274390,0.078330,-0.124740,-0.046410,280.706941,6.000000
-3834.191583,-0.229319,7.391600,-0.842210,0.101300,-0.168980,-0.067680,478.762866,5.000000
-3175.830969,-0.128244,0.102600,0.079720,0.122450,-0.208900,-0.086450,409.275678,6.000000
-2627.359766,-0.132195,2.935500,-0.365770,0.108920,-0.149430,-0.040510,352.415209,8.000000
-3082.635631,-0.104515,7.583700,0.494010,0.090810,-0.148330,-0.057520,302.977242,6.000000
-3381.724523,-0.164242,7.047900,-1.524340,0.122120,-0.181950,-0.059830,408.955889,6.000000
-5320.303028,-0.123463,5.657600,-1.106120,0.149670,-0.154170,-0.004500,312.220999,6.000000
-4534.308077,-0.079620,6.697900,0.729680,0.061370,-0.142910,-0.081540,223.216175,4.000000
-3789.092944,-0.193017,5.685000,-1.028880,0.090490,-0.153690,-0.063200,469.200273,6.000000
-3182.233047,-0.127834,3.409200,-0.758760,0.112940,-0.183890,-0.070950,342.854437,6.000000
-3563.106151,-0.158597,3.892200,-1.426240,0.120920,-0.202760,-0.081840,391.970877,5.000000
-2470.055725,-0.042748,3.117200,-0.321990,0.127730,-0.362650,-0.234920,159.572770,8.000000
-2686.349186,-0.080210,2.384700,-0.675970,0.141230,-0.201020,-0.059790,253.823321,8.000000
-4200.088771,-0.262951,0.006500,-0.205430,0.073840,-0.179560,-0.105720,708.855294,6.000000
-3914.143790,-0.183988,1.359400,-0.941380,0.136390,-0.293930,-0.157540,473.267672,8.000000
-2767.133350,-0.126522,4.587600,-0.798170,0.123350,-0.178790,-0.055440,338.102902,8.000000
-9878.513870,-0.310735,0.000900,0.273730,0.080080,-0.153270,-0.073190,752.060749,6.000000
-3463.465439,-0.128183,4.831900,-0.082450,0.086660,-0.179140,-0.092480,361.149336,6.000000
-3676.887158,-0.207593,17.244500,0.292190,0.095710,-0.155010,-0.059300,516.732708,7.000000
-3590.309608,-0.159377,7.499700,0.232530,0.064980,-0.169150,-0.104170,408.651295,5.000000
-8134.785809,-0.124772,8.634800,0.693290,0.044860,-0.130170,-0.085310,379.880538,4.000000
-3331.032628,-0.165421,2.052900,-0.166190,0.120580,-0.144460,-0.023880,439.305446,6.000000
-3461.150034,-0.185132,0.008400,-1.727270,0.177040,-0.177910,-0.000870,440.471330,5.000000
-2447.724335,-0.080494,4.674400,-0.803480,0.122390,-0.217510,-0.095120,254.744411,7.000000
-4071.560568,-0.165408,2.913300,0.346780,0.058590,-0.140760,-0.082170,490.512012,6.000000
-2325.634326,-0.048552,4.546700,-1.328690,0.179880,-0.244010,-0.064130,166.920970,6.000000
-2985.032468,-0.129470,16.204200,-0.606330,0.012910,-0.173100,-0.160190,365.191281,8.000000
-2962.131771,-0.191831,8.393500,0.753370,0.061440,-0.144800,-0.083360,453.060063,4.000000
-3153.124522,-0.093780,6.665500,-0.574530,0.125190,-0.199510,-0.074320,271.855369,8.000000
-3000.803595,-0.142531,5.644900,0.665850,0.073630,-0.131110,-0.057480,364.958165,4.000000
-2623.996238,-0.134861,5.861200,0.036380,0.115090,-0.292910,-0.177820,349.236826,8.000000
-3646.053992,-0.102744,4.999300,-0.183820,0.112910,-0.148010,-0.035100,290.252390,6.000000
-3002.491573,-0.169124,4.904000,0.696980,0.044400,-0.155870,-0.111470,433.320060,6.000000
-5156.697128,-0.137919,7.551700,0.321080,0.094130,-0.262050,-0.167920,354.948206,6.000000
-2328.562677,-0.070631,4.203200,-0.816380,0.150190,-0.208590,-0.058400,210.169156,8.000000
-3142.532793,-0.168707,2.114500,0.801720,0.058530,-0.134870,-0.076340,413.960156,5.000000
-2485.156908,-0.069507,5.080100,0.902700,0.097990,-0.178350,-0.080360,228.487445,6.000000
-2735.045620,-0.172157,0.555500,0.296720,0.090870,-0.142000,-0.051130,416.582967,8.000000
-3115.381326,-0.134217,1.820700,0.044840,0.019130,-0.198020,-0.178890,413.892757,6.000000
-3878.333443,-0.198213,4.484600,-0.578260,0.096860,-0.136720,-0.039860,485.202802,8.000000
-3453.442557,-0.113283,9.149200,-1.544990,0.147550,-0.188400,-0.040850,311.598012,6.000000
-4213.880432,-0.165216,2.376500,0.096510,0.109360,-0.212460,-0.103100,494.804608,6.000000
-2824.579894,-0.101972,7.640300,-0.342260,0.107320,-0.149120,-0.041800,310.572341,4.000000
-4257.996822,-0.182558,0.057800,0.323560,0.049130,-0.148770,-0.099640,550.174613,6.000000
-3855.152410,-0.154165,6.036400,-0.295400,0.084570,-0.149780,-0.065210,355.374540,5.000000
-2967.188462,-0.127567,4.895300,-0.897910,0.147920,-0.198320,-0.050400,360.322883,7.000000
-4221.299513,-0.259006,4.049000,-0.650160,0.113340,-0.157300,-0.043960,624.037863,8.000000
-3828.354034,-0.188340,4.775900,-1.157590,0.126770,-0.170620,-0.043850,480.359384,7.000000
-4047.811135,-0.261000,10.969200,-0.636630,0.077980,-0.161770,-0.083790,628.615102,8.000000
-3413.238752,-0.173442,2.624100,-0.534560,0.107870,-0.163920,-0.056050,475.660122,8.000000
-11582.284847,-0.155952,0.001400,-0.921470,0.119320,-0.157670,-0.038350,431.185449,6.000000
-4557.436356,-0.194721,5.681500,-0.221580,0.088690,-0.160290,-0.071600,450.515867,4.000000
-3907.401427,-0.198427,4.931800,-0.665250,0.111930,-0.178450,-0.066520,501.198585,8.000000
-4476.141922,-0.280199,0.000100,0.580670,0.072360,-0.143980,-0.071620,743.643743,6.000000
-3872.343155,-0.163407,0.001600,0.272440,0.085030,-0.147380,-0.062350,447.431921,6.000000
-3433.397708,-0.164720,3.841300,-0.545140,0.139010,-0.167400,-0.028390,427.549884,8.000000
-3507.809605,-0.184464,5.639200,-0.512850,0.112750,-0.167960,-0.055210,492.619913,8.000000
-5146.023718,-0.040161,5.560700,-1.116870,0.122690,-0.213460,-0.090770,167.167401,6.000000
-3306.543379,-0.113296,1.090400,-1.270980,0.144030,-0.158420,-0.014390,323.042644,6.000000
-7058.655366,-0.065375,6.686400,0.079380,0.102540,-0.139350,-0.036810,203.066160,4.000000
-2031.593107,-0.024389,1.744700,-1.382360,0.169290,-0.234520,-0.065230,111.820329,6.000000
-7166.967063,-0.104555,15.514500,0.217180,0.068290,-0.149850,-0.081560,325.926287,6.000000
-2766.630529,-0.159564,6.177100,0.296500,0.078390,-0.140530,-0.062140,381.385324,7.000000
-4864.680305,-0.060863,6.263200,-0.429470,0.106550,-0.199910,-0.093360,217.358998,8.000000
-7537.409446,-0.119499,10.272100,0.329640,0.058260,-0.151250,-0.092990,352.804527,6.000000
-2888.159539,-0.121961,5.960500,0.301390,0.095170,-0.261930,-0.166760,304.082395,6.000000
-3312.864176,-0.076788,4.386800,0.580850,0.058340,-0.175450,-0.117110,237.200078,4.000000
-4014.808268,-0.181760,0.004300,-0.918690,0.121290,-0.154890,-0.033600,429.377008,6.000000
-3129.240468,-0.138607,3.111500,-1.231490,0.105070,-0.139860,-0.034790,350.033361,6.000000
-3797.926813,-0.139711,6.975200,-1.195330,0.092120,-0.155470,-0.063350,368.211362,6.000000
-2886.771668,-0.131683,6.950500,-1.129700,0.120950,-0.184600,-0.063650,339.641470,6.000000
-3477.391029,-0.150951,2.054900,-0.782900,0.138000,-0.194730,-0.056730,414.273133,8.000000
-4194.039235,-0.168505,1.396900,0.095740,0.095730,-0.194990,-0.099260,498.947519,6.000000
-4899.724533,-0.272402,6.093900,-1.000300,0.089790,-0.156780,-0.066990,624.385443,5.000000
-4573.248303,-0.317083,9.872500,1.046030,0.045970,-0.123930,-0.077960,698.994725,3.000000
-3706.168012,-0.108983,13.965300,0.433460,0.122630,-0.186370,-0.063740,265.055329,5.000000
-2814.113050,-0.101690,2.874400,-0.842050,0.126060,-0.180990,-0.054930,294.990087,7.000000
-2433.784574,-0.087021,5.929700,-0.952520,0.160200,-0.209320,-0.049120,237.154946,7.000000
-2212.753577,-0.064851,1.375900,-1.185380,0.152360,-0.145320,0.007040,194.268367,5.000000
-3099.014408,-0.091544,9.544400,0.664070,0.061640,-0.124250,-0.062610,247.780609,4.000000
-3213.988479,-0.120711,11.107300,0.823850,0.075360,-0.155930,-0.080570,367.047301,5.000000
-7325.467074,-0.088460,10.420900,0.462020,0.096090,-0.141250,-0.045160,258.733056,4.000000
-5990.661559,-0.203663,12.014400,0.219030,0.073030,-0.194660,-0.121630,599.251302,5.000000
-3125.061374,-0.104924,14.140700,0.397190,0.075620,-0.151010,-0.075390,297.215288,6.000000
-2737.352167,-0.177337,2.308000,0.952650,0.042470,-0.134240,-0.091770,416.217445,3.000000
-3519.320876,-0.148260,3.203500,-0.155090,0.115440,-0.184820,-0.069380,425.676562,7.000000
-3120.329643,-0.152823,8.114000,0.251370,0.073400,-0.290850,-0.217450,401.624620,5.000000
-4074.177019,-0.239615,3.809900,0.946650,0.091100,-0.180100,-0.089000,670.397242,5.000000
-2552.000608,-0.059374,7.399300,-0.674230,0.126250,-0.193520,-0.067270,211.962035,6.000000
-4527.832375,-0.042586,2.749200,-1.338760,0.170200,-0.226390,-0.056190,161.142511,6.000000
-5042.324386,-0.220961,6.866200,-0.757540,0.027750,-0.297210,-0.269460,551.231541,6.000000
-2653.192006,-0.152557,4.146000,0.609140,0.100790,-0.123740,-0.022950,355.931852,4.000000
-7475.262786,-0.108030,10.003300,0.106110,0.072650,-0.118540,-0.045890,300.771418,6.000000
-2499.922987,-0.104415,9.433600,-0.393760,0.100850,-0.218990,-0.118140,288.175570,8.000000
-3128.166091,-0.144834,3.066800,0.707560,0.075000,-0.181400,-0.106400,378.033609,4.000000
-3028.014843,-0.169309,7.208600,0.023640,0.061720,-0.178180,-0.116460,435.072707,4.000000
